edgeR Analysis of Differential Expression Across Pseudotime,,,,,,
,logFC,logCPM,F,PValue,FDR,Cluster
TCF7,0.029308378,8.216083604,334.0651948,1.19E-48,4.49E-48,4
RTKN,0.048904489,8.286777509,979.463956,1.94E-174,1.98E-173,4
TANC1,0.034601802,8.161599437,567.9061708,1.02E-69,4.70E-69,4
EGLN3,0.041928327,8.227131617,600.8876726,3.24E-122,2.28E-121,4
ENTPD6,0.044149295,8.472817388,788.3676187,6.65E-170,6.56E-169,4
CH17-189H20.1,0.02194749,8.207042864,180.8789145,5.93E-27,1.73E-26,4
SLC9A1,0.031703166,8.158765737,462.1569162,4.57E-55,1.83E-54,4
INTS3,0.022509187,8.142546368,268.5020004,3.01E-30,9.18E-30,4
METTL17,0.02074501,8.147109089,219.9136495,7.68E-26,2.22E-25,4
NOP2,0.031158302,8.180452965,428.9654439,3.26E-55,1.31E-54,4
URGCP,0.030388639,8.163845409,428.6212363,1.45E-51,5.60E-51,4
CPT1A,0.031730517,8.172620917,439.1006387,2.72E-55,1.09E-54,4
VTI1A,0.031489438,8.146156043,520.5601449,1.16E-57,4.76E-57,4
PGPEP1,0.032225901,8.180949611,454.6532193,8.61E-59,3.59E-58,4
MAPKAPK5,0.039022855,8.274970486,625.6446615,6.98E-102,4.22E-101,4
FASN,0.035173624,8.386584264,399.863998,1.47E-85,7.76E-85,4
AP2A2,0.040903139,8.219799563,713.4479147,7.48E-105,4.63E-104,4
SIAH2,0.040219699,8.288474655,621.0074866,6.35E-110,4.08E-109,4
CCNL1,0.040128261,9.054566075,808.8064155,3.66E-174,3.71E-173,4
ZNF91,0.027864665,8.170387637,350.9307306,5.51E-45,2.00E-44,4
IL4R,0.036053595,8.193455181,562.4721133,2.86E-77,1.42E-76,4
FAM133B,0.039229164,8.606018773,729.208194,1.51E-157,1.38E-156,4
TBC1D22A,0.035316008,8.16968006,591.7744003,2.71E-73,1.30E-72,4
CEP95,0.026425462,8.156092819,339.3422333,1.11E-38,3.74E-38,4
TP53I13,0.030827207,8.226149586,380.2234557,1.38E-52,5.39E-52,4
DOCK7,0.02924037,8.1319132,489.8625178,7.52E-50,2.87E-49,4
MPDU1,0.038005969,8.204852919,613.0221396,5.15E-86,2.74E-85,4
PLXNA3,0.031513249,8.209500743,391.0080097,7.18E-57,2.93E-56,4
IHH,0.039715107,8.146587903,773.0594385,9.91E-93,5.57E-92,4
C12orf75,0.050017176,9.100526226,947.2394212,6.83E-203,8.37E-202,3
PLXNB2,0.056765161,8.427962923,1204.090052,1.20E-255,2.11E-254,3
UTP11L,0.038431277,8.222700526,599.1976135,1.71E-85,9.05E-85,3
MYEOV2,0.044665821,8.902028747,901.9510192,1.62E-193,1.86E-192,3
NDRG1,0.062436295,8.661730664,1090.295981,2.32E-232,3.48E-231,3
COX6A1,0.04961633,10.30830433,1214.362794,9.64E-258,1.72E-256,3
SCO2,0.039220458,8.34556307,585.8898464,2.99E-116,2.01E-115,3
PRR5,0.040515358,8.194974651,678.8346795,6.43E-93,3.62E-92,3
ADCK3,0.039082452,8.212103894,603.7485292,8.58E-87,4.60E-86,3
IL2RG,0.046405199,8.267629665,681.9663302,5.21E-134,3.99E-133,3
LMTK3,0.039375447,8.299804524,447.1588698,4.35E-98,2.55E-97,3
LINC00969,0.049542779,8.329092785,829.6245398,1.34E-154,1.20E-153,3
FAM46A,0.053270251,8.385058035,812.0808697,7.61E-175,7.76E-174,3
RP1-122P22.4,0.033347121,8.179113607,365.2858048,1.55E-52,6.04E-52,3
CYTH2,0.048230712,8.42874513,947.15604,3.56E-184,3.86E-183,3
VMP1,0.051308967,9.22880631,1356.70911,1.16E-286,2.54E-285,3
HLA-DRB1,0.057381379,8.63982006,723.5460688,2.31E-156,2.09E-155,3
FAM84A,0.061575484,8.752968458,1233.107331,1.46E-261,2.68E-260,3
EGLN2,0.041225401,8.263013029,672.7746984,1.16E-103,7.10E-103,3
HN1L,0.042192771,8.251498933,698.0560406,4.28E-107,2.70E-106,3
RNF170,0.047727174,8.182271854,1010.498238,8.42E-129,6.22E-128,3
SELK,0.049853248,8.883108912,966.5343942,7.03E-207,8.83E-206,3
WDR45,0.044081408,8.327610457,716.8419027,4.02E-130,2.99E-129,3
RAD50,0.044867271,8.298724627,766.2195019,4.85E-132,3.66E-131,3
DDA1,0.045725315,8.377182296,823.1745262,3.04E-157,2.77E-156,3
TIMM10B,0.046903691,8.243244033,883.7813731,2.81E-146,2.36E-145,3
TMEM128,0.046450376,8.176690989,1002.159454,1.13E-123,8.06E-123,3
TAX1BP3,0.054982585,8.609979983,1219.023305,1.08E-258,1.94E-257,3
HIBADH,0.048765279,8.403308065,974.3140834,5.93E-198,7.00E-197,3
RIOK3,0.060377069,8.359875735,1335.867426,2.89E-268,5.60E-267,3
GCNT3,0.06954929,8.330938523,1310.55234,2.62E-277,5.40E-276,3
WAC,0.058988357,8.412299071,1470.101608,2.50E-282,5.30E-281,3
JUP,0.07230726,8.94811191,2651.160806,0,0,3
FAM96B,0.056104305,9.087884137,1605.832831,0,0,3
PPTC7,0.041998477,8.213044945,723.7965003,2.79E-99,1.65E-98,3
FKBP1A,0.051204765,9.304939709,1150.214894,1.22E-244,1.99E-243,3
CDC16,0.052241374,8.266161064,1110.747689,2.26E-177,2.36E-176,3
CTNND1,0.064110087,8.583983162,1956.159567,0,0,3
CD24,0.076685296,10.6396148,2017.28037,0,0,3
PNKD,0.051362404,8.601169411,1205.01123,7.79E-256,1.37E-254,3
ZFAND2A,0.090265383,8.787062058,1856.546259,0,0,3
PALLD,0.043868896,8.155309455,831.6060615,5.99E-103,3.66E-102,3
NKD1,0.055221254,8.295183176,815.2681248,1.65E-175,1.69E-174,3
WDR33,0.050824701,8.352618464,1075.660404,6.78E-206,8.49E-205,3
UBE2A,0.056505292,8.504415732,1350.124946,2.49E-285,5.41E-284,3
TNPO3,0.051973697,8.237475072,1139.822716,1.09E-172,1.09E-171,3
CHTOP,0.058706137,8.405552059,1464.625581,4.40E-295,1.03E-293,3
CLSTN1,0.062602153,8.359829637,1500.798868,1.35E-296,3.19E-295,3
LEPROT,0.063943287,8.333256657,1626.255453,1.17E-295,2.74E-294,3
DOK4,0.057911729,8.245848749,1314.24104,8.58E-211,1.11E-209,3
SPON2,0.060362241,8.268787135,1016.694522,3.16E-217,4.24E-216,3
SPNS2,0.050265066,8.188979339,951.9711491,2.99E-139,2.38E-138,3
CALU,0.058930466,8.340177325,1325.305513,3.44E-255,6.01E-254,3
CERS2,0.051347796,8.317369146,1054.04115,2.71E-184,2.94E-183,3
ZNF165,0.054545813,8.195645839,996.4434728,4.54E-163,4.29E-162,3
MESDC2,0.053957925,8.364246771,1107.082526,3.45E-218,4.67E-217,3
PFKP,0.052341466,8.315939419,984.1791757,2.13E-191,2.42E-190,3
PPP1CB,0.063824373,8.751524489,1647.520147,0,0,3
S100P,0.066703737,9.85623586,1429.376547,2.40E-301,5.86E-300,3
ARPC1A,0.05479089,8.804874169,1342.762223,7.71E-284,1.65E-282,3
CCZ1,0.058729644,8.335700149,1370.412943,6.70E-246,1.10E-244,3
VOPP1,0.053455479,8.334195736,1103.765321,3.07E-205,3.83E-204,3
F3,0.075320006,8.505915024,1397.727549,5.86E-295,1.37E-293,3
LRP11,0.043996884,8.203109081,814.517872,1.22E-112,8.01E-112,3
SSBP3,0.052267961,8.259028344,1049.932335,4.28E-162,4.02E-161,3
PDLIM5,0.055604002,8.390903768,1232.467276,6.18E-234,9.38E-233,3
CD55,0.080118136,8.871470023,2052.542301,0,0,3
TSPAN15,0.063871397,8.388523013,1605.429811,0,0,3
HACD2,0.047669427,8.198053526,966.221567,4.06E-126,2.94E-125,3
TINAGL1,0.068167326,8.837749585,1846.153632,0,0,3
ADAR,0.056074034,8.376204556,1255.844055,1.01E-250,1.71E-249,3
KIAA0040,0.047822624,8.213379905,846.3627013,5.27E-137,4.13E-136,3
SPINT2,0.085259191,9.996339666,3621.986725,0,0,3
IL20RA,0.054985405,8.263660195,1088.891668,3.41E-198,4.03E-197,3
MKKS,0.041984676,8.686430786,707.3133945,5.77E-153,5.08E-152,3
SLC9A3R2,0.055996228,8.292908659,1057.22362,8.81E-217,1.18E-215,3
ATP13A3,0.046073297,8.203104609,907.5635139,1.62E-121,1.13E-120,3
RARG,0.0419455,8.15940701,822.9833641,3.77E-98,2.22E-97,3
TPPP3,0.047870576,8.411940953,539.0168019,1.48E-117,1.00E-116,3
GOLGA4,0.060921865,8.56132385,1625.074912,0,0,3
ZG16B,0.049107253,8.341238499,701.1599601,1.12E-151,9.80E-151,3
CD151,0.075900656,9.093756667,2842.109908,0,0,3
CYP4F3,0.049523175,8.153323881,1101.028421,8.74E-135,6.73E-134,3
MALL,0.070900306,8.520628686,1594.704892,0,0,3
SLC35A2,0.05507647,8.218825127,1271.657832,1.08E-178,1.13E-177,3
SQLE,0.078840721,8.681576244,1650.467076,0,0,3
NFE2L2,0.063501229,8.500598371,1636.159539,0,0,3
WLS,0.051594493,8.183673216,1134.813411,1.26E-148,1.07E-147,3
PPL,0.056399639,8.197389968,1228.633843,6.44E-179,6.76E-178,3
PRSS22,0.084633934,8.494980542,1986.931399,0,0,3
RRAGC,0.053436818,8.209990277,1150.093452,3.73E-161,3.49E-160,3
ARPC1B,0.062677995,9.148243156,1698.734435,0,0,3
BLCAP,0.056101684,8.38240285,1232.882049,1.75E-258,3.15E-257,3
FKBP4,0.056417662,8.676159883,1258.026471,1.23E-266,2.35E-265,3
FAM89B,0.044741343,8.232134284,793.3993608,3.53E-120,2.43E-119,3
FAM134B,0.059185049,8.213432484,1214.696675,5.01E-199,5.94E-198,3
TRAPPC1,0.048348938,8.640920471,1042.877721,1.28E-222,1.79E-221,3
TPD52,0.054742664,8.753857388,1239.317192,7.92E-263,1.47E-261,3
ARF3,0.053086807,8.374298287,1129.39586,4.01E-220,5.49E-219,3
AZI2,0.039982508,8.192532893,693.0099826,1.29E-89,7.06E-89,3
SLC30A1,0.052985258,8.262238657,1037.933646,7.90E-176,8.11E-175,3
TTYH3,0.050872959,8.246779822,975.1642836,1.49E-157,1.36E-156,3
UFD1L,0.05496235,8.42180159,1162.517839,3.72E-247,6.17E-246,3
SORL1,0.061134153,8.356069624,1313.750643,1.10E-273,2.22E-272,3
RDH11,0.058221606,8.268528684,1254.208421,5.87E-217,7.86E-216,3
THUMPD1,0.048587162,8.232164121,960.339084,3.24E-143,2.66E-142,3
UBE2W,0.041612096,8.182783921,764.3210646,7.91E-100,4.71E-99,3
CRYAB,0.091027079,8.285957697,1496.950972,5.93899757220036e-315,1.59550863645615e-313,3
SLC11A2,0.048791597,8.191275631,931.0515406,9.92E-139,7.89E-138,3
NECAP2,0.051556719,8.258705302,1074.084608,7.65E-170,7.54E-169,3
KRT17,0.086187645,9.081393266,1191.28201,4.94E-253,8.51E-252,3
GUK1,0.048987217,9.828964487,1500.269836,1.27841814392811e-315,3.45584008414167e-314,3
CTSD,0.073699213,9.145215943,2255.713286,0,0,3
MAD1L1,0.037542131,8.141893136,748.9251557,4.78E-88,2.58E-87,3
EDN1,0.085925225,9.254440281,1578.5593,0,0,3
SLC35A3,0.056853387,8.348253136,1182.650219,1.88E-220,2.58E-219,3
CAMTA1,0.050703461,8.707326902,1194.031849,1.36E-253,2.35E-252,3
LSM12,0.044645419,8.378621548,808.2753506,4.10E-154,3.65E-153,3
IL10RB,0.052389502,8.238830757,1052.680524,6.95E-154,6.16E-153,3
SWAP70,0.041352232,8.160794528,809.7089181,1.63E-95,9.38E-95,3
TICAM1,0.054352253,8.351154032,1014.722343,4.38E-197,5.14E-196,3
KLF11,0.036513418,8.166833923,565.7435212,7.10E-68,3.23E-67,3
GLRX,0.064945538,8.668873769,1216.935902,2.88E-258,5.16E-257,3
AC013461.1,0.055095475,8.373273061,1022.784555,1.76E-218,2.38E-217,3
GPRC5C,0.060687236,8.293292546,1330.086504,7.82E-237,1.21E-235,3
FUT4,0.044417512,8.183823687,816.0226581,1.85E-107,1.17E-106,3
TMEM165,0.063657597,8.567237802,1574.307239,0,0,3
TARDBP,0.051976,8.284289233,1069.146925,1.36E-176,1.40E-175,3
DNAJB6,0.068894535,8.901105168,2219.279295,0,0,3
ANKH,0.054936218,8.348745251,1117.58587,2.62E-220,3.60E-219,3
FAM134A,0.047955871,8.243828332,893.4176394,9.25E-133,7.01E-132,3
TMEM43,0.046074335,8.205828891,895.0782267,3.70E-120,2.55E-119,3
VKORC1,0.046037218,8.468678733,862.3598484,4.09E-181,4.35E-180,3
MUC17,0.046927914,8.165426498,784.8401111,3.37E-123,2.38E-122,3
ITPRIPL2,0.039014786,8.192487541,622.2449366,1.12E-83,5.83E-83,3
OGFR,0.045708751,8.345231038,801.4158692,9.96E-155,8.90E-154,3
NEAT1,0.086873102,11.88499309,3735.123893,0,0,3
TUSC2,0.042335459,8.370177227,730.8336769,4.99E-137,3.91E-136,3
SGMS2,0.044101873,8.19419975,774.955753,4.17E-103,2.55E-102,3
NR1D1,0.047023836,8.177348343,884.9964244,4.31E-126,3.12E-125,3
TMED7,0.047276619,8.272744001,870.6217521,4.21E-138,3.33E-137,3
DCAF7,0.050987457,8.279831392,1040.174227,4.42E-171,4.39E-170,3
OXR1,0.049613482,8.239880374,962.9882272,4.68E-154,4.16E-153,3
CEACAM1,0.068466991,8.524704428,1323.905244,5.12E-280,1.07E-278,3
OCLN,0.062374437,8.351938328,1364.246172,7.23E-263,1.34E-261,3
NAMPT,0.058346103,8.634495983,1337.447621,9.21E-283,1.96E-281,3
TMEM41B,0.054522395,8.287601252,1167.845151,1.42E-193,1.63E-192,3
ESYT2,0.049833439,8.305142213,956.0919004,6.62E-159,6.10E-158,3
AGTRAP,0.049722999,8.267278176,947.8772144,2.18E-150,1.89E-149,3
DUSP3,0.044859216,8.214585964,829.0915169,7.96E-116,5.33E-115,3
HMGCS1,0.07070228,8.64822982,1326.667452,1.41E-280,2.96E-279,3
ABHD12,0.053096752,8.483871021,1060.673339,2.81E-226,4.05E-225,3
DUSP5,0.058920318,8.451562682,943.7729062,3.56E-202,4.35E-201,3
ATP5G1,0.051708301,9.238758747,999.9567257,8.89E-214,1.17E-212,3
ELAVL1,0.048766842,8.409556418,1004.092722,1.39E-193,1.60E-192,3
THEM6,0.051164684,8.281717333,975.6618685,2.35E-167,2.28E-166,3
STK4,0.048030572,8.302765489,925.6739242,1.63E-164,1.56E-163,3
ARHGDIA,0.059326586,8.766880196,1731.510546,0,0,3
UBE2F,0.047513948,8.351225324,902.2951643,2.23E-163,2.11E-162,3
OAZ1,0.066457497,10.48621176,2264.365871,0,0,3
CEACAM5,0.096098396,9.943517679,2710.281408,0,0,3
ACTR1B,0.047690991,8.270966857,927.0421887,3.13E-148,2.66E-147,3
ATP5O,0.053051362,9.394264276,1189.877668,9.56E-253,1.65E-251,3
TMEM141,0.049094056,9.33511954,980.5545418,8.95E-210,1.15E-208,3
BIRC3,0.059560446,8.532233303,836.0364043,7.87E-180,8.30E-179,3
COA1,0.046788452,8.332118838,859.2777671,1.17E-156,1.06E-155,3
ANG,0.042766922,8.256592646,640.7933888,4.17E-112,2.72E-111,3
FAM60A,0.058293006,8.509737791,1256.246463,2.84E-266,5.39E-265,3
CAPNS1,0.061610773,8.673201675,1655.421824,0,0,3
ALDH3A2,0.045789594,8.240390387,811.6775098,1.99E-124,1.43E-123,3
PLEKHB2,0.058564953,8.413514661,1356.550586,2.91E-271,5.76E-270,3
TMEM184B,0.046672578,8.16909281,1026.024091,5.24E-121,3.64E-120,3
ENSA,0.054653892,8.782499322,1403.40997,4.17E-296,9.83E-295,3
OTUB1,0.052387221,8.423429812,1156.581725,1.03E-230,1.53E-229,3
KRT7,0.077662472,8.618854164,1122.580293,5.56E-239,8.72E-238,3
CLN3,0.051012757,8.286244021,962.3898264,5.33E-175,5.43E-174,3
ATP5J,0.055220455,9.36089487,1306.234271,1.97E-276,4.03E-275,3
15-Sep,0.056842143,8.728648011,1330.51754,2.34E-281,4.93E-280,3
CYSTM1,0.058718742,9.339344274,1531.524637,6.76869934802508e-322,1.92537382184334e-320,3
LURAP1L,0.053546252,8.469985153,930.0120313,2.50E-199,2.98E-198,3
SLMAP,0.051121766,8.325684271,1047.489654,3.56E-186,3.91E-185,3
VIMP,0.065111873,8.774119938,1681.763065,0,0,3
C2,0.044277356,8.237464848,681.2901224,1.26E-119,8.66E-119,3
ACTN4,0.071888809,9.263921479,3100.385932,0,0,3
HSPB1,0.066291262,10.70100154,1565.585491,0,0,3
MVB12A,0.039946846,8.356151214,650.2671861,9.65E-116,6.45E-115,3
WBSCR22,0.062372284,8.643656621,1572.430143,0,0,3
CCDC53,0.050782299,8.321445688,925.8620344,1.58E-183,1.70E-182,3
ALDOC,0.044182435,8.206487997,700.0098633,4.58E-116,3.07E-115,3
HAGH,0.048362178,8.297233736,939.2219247,6.00E-165,5.75E-164,3
RHOF,0.060116058,8.35828437,1085.187379,2.59E-231,3.86E-230,3
ARL6IP1,0.063052651,8.846724207,1803.966747,0,0,3
ATP2C1,0.04534867,8.2441543,851.3572206,3.48E-127,2.54E-126,3
SYNJ2BP,0.046847526,8.215799617,887.203669,7.57E-128,5.56E-127,3
TNIP1,0.055998014,8.459421409,1249.939961,5.45E-265,1.02E-263,3
CYR61,0.059661082,8.295786085,984.887311,1.14E-210,1.47E-209,3
KLHL21,0.041643304,8.188433545,684.9624039,2.56E-92,1.43E-91,3
DAZAP2,0.052256301,8.792078565,1374.333826,3.14E-290,7.06E-289,3
NEDD9,0.04615762,8.38365678,709.7043036,3.21E-144,2.66E-143,3
HOXB8,0.046578955,8.217569941,697.7163218,3.13E-129,2.32E-128,3
TCEB1,0.054699674,9.04354523,1309.020778,5.35E-277,1.10E-275,3
PPP2CB,0.04563088,8.276076826,810.0916506,6.61E-130,4.92E-129,3
ITGB4,0.069032926,8.5987328,1794.215389,0,0,3
LINC00657,0.064247374,8.749661021,1622.668286,0,0,3
ERBB3,0.061330645,8.636633492,1596.860745,0,0,3
ATP5H,0.048643015,9.173094856,1047.931134,1.17E-223,1.65E-222,3
AXIN2,0.053630259,8.32514943,909.5824572,4.25E-195,4.95E-194,3
ZMYND8,0.058797487,8.348343824,1328.10859,7.19E-281,1.51E-279,3
CST3,0.052891365,10.7016389,1321.772313,1.39E-279,2.89E-278,3
MRPS7,0.050305425,8.505325777,1083.602384,5.48E-231,8.15E-230,3
CD82,0.07284612,8.357393227,1688.825512,0,0,3
LCOR,0.044150841,8.233576173,785.1251296,1.59E-126,1.15E-125,3
GGH,0.066285168,9.126380581,1322.172768,1.15E-279,2.40E-278,3
ZNF292,0.056074597,8.380479606,1095.009039,2.50E-233,3.77E-232,3
RNF130,0.041969168,8.348689977,659.7196286,1.99E-127,1.46E-126,3
COX8A,0.053115399,9.856555611,1515.509703,1.10950839889631e-318,3.06928648198781e-317,3
COMMD3,0.051668234,8.31919811,1063.799747,1.91E-200,2.29E-199,3
XXbac-BPG32J3.19,0.049442262,8.365632545,622.9680773,2.93E-135,2.27E-134,3
HSPA6,0.114050846,8.958819225,1977.472091,0,0,3
HSPA1A,0.087986837,9.582922397,1608.764093,0,0,3
LAMC2,0.075213566,8.595614454,1581.146605,0,0,3
CLIC3,0.069468349,8.445600661,1079.04418,4.73E-230,7.00E-229,3
HIGD1A,0.056653186,8.552905738,1259.531208,6.08E-267,1.17E-265,3
RABAC1,0.052697238,8.862460071,1340.884846,1.85E-283,3.96E-282,3
SELM,0.050521595,8.329951673,760.8711767,3.64E-164,3.46E-163,3
DLG5,0.038213811,8.153595094,714.8545146,5.12E-84,2.68E-83,3
SRSF11,0.055965686,8.731464231,1726.712249,0,0,3
MRPL33,0.049355009,8.767993581,1210.352452,6.34E-257,1.12E-255,3
RHBDF1,0.041601598,8.186860066,750.2025428,1.09E-107,6.89E-107,3
RTFDC1,0.057828873,8.573055549,1332.118113,1.11E-281,2.34E-280,3
IGF2BP2,0.053021955,8.364234995,1087.059892,7.44E-230,1.10E-228,3
SERINC2,0.06227191,8.799419822,1609.292373,0,0,3
ZNF24,0.049103222,8.217413196,983.4359131,3.98E-140,3.19E-139,3
FDPS,0.077136189,8.916025342,2135.599095,0,0,3
OAS1,0.07253188,8.435070144,1612.914439,0,0,3
SDCBP2,0.085331176,8.477946467,2149.486413,0,0,3
CTSB,0.07749609,8.772868934,2524.565837,0,0,3
FNDC3B,0.06138761,8.294113369,1423.438708,6.89E-264,1.29E-262,3
PIK3IP1,0.044126558,8.156794488,917.2495722,1.73E-113,1.14E-112,3
C21orf59,0.059143868,8.334421605,1316.698508,1.52E-269,2.96E-268,3
TWF2,0.056385775,8.27924511,1240.443929,2.35E-215,3.11E-214,3
DRG1,0.052948631,8.308933059,1136.542144,3.73E-201,4.52E-200,3
STT3B,0.074279944,8.526601109,2082.961822,0,0,3
TRIM47,0.050588893,8.241517036,973.236614,5.74E-161,5.36E-160,3
IGFBP3,0.093402316,8.197188804,2137.617278,0,0,3
TNFAIP1,0.048758378,8.178087193,1069.447177,2.59E-133,1.97E-132,3
ACO2,0.053698718,8.411623906,1213.561823,3.68E-253,6.36E-252,3
LMO7,0.10029519,8.942842557,3574.485952,0,0,3
WFS1,0.051396928,8.161284367,1161.437698,8.38E-154,7.43E-153,3
ADAM10,0.060194609,8.266955127,1468.36331,3.84E-237,5.95E-236,3
CLOCK,0.054998186,8.200301916,1180.913812,1.35E-171,1.34E-170,3
MYOF,0.058429324,8.270154854,1198.832832,9.65E-227,1.40E-225,3
TPBG,0.041411859,8.134516902,944.1312733,3.88E-105,2.41E-104,3
LRP10,0.068617379,8.518892359,1941.368056,0,0,3
SERTAD2,0.043885421,8.212352458,771.1302255,1.16E-110,7.50E-110,3
YTHDF1,0.048594502,8.265601522,967.5726267,6.80E-156,6.13E-155,3
TAX1BP1,0.072081766,8.963034881,2766.524408,0,0,3
PRSS8,0.08535711,8.662122133,3044.604072,0,0,3
TM4SF4,0.105981058,8.206748699,2619.035623,0,0,3
TRIM29,0.080217577,8.308660403,2005.669448,0,0,3
CRABP2,0.05262396,8.156988579,1016.418057,3.37E-162,3.17E-161,3
RAB21,0.055380494,8.325664165,1271.168266,8.24E-223,1.16E-221,3
FAM32A,0.053770994,8.442802683,1268.908097,7.53E-269,1.47E-267,3
MAP1LC3B,0.064348961,8.951061113,1995.944281,0,0,3
RAB5A,0.059307246,8.347528636,1435.898685,1.56E-280,3.27E-279,3
KIF5B,0.075281393,9.096752682,2620.009791,0,0,3
RAB5B,0.056098513,8.252107525,1269.743777,2.05E-197,2.41E-196,3
SEC13,0.060323709,8.398774351,1435.483267,1.41E-302,3.47E-301,3
RSPRY1,0.051627034,8.184777973,1218.37617,1.29E-156,1.17E-155,3
ARPP19,0.057946296,8.411090876,1399.169061,2.47E-284,5.33E-283,3
KRT8,0.079347848,12.11202938,4036.087058,0,0,3
TMEM59,0.083461497,9.396059892,3494.25377,0,0,3
MPZL2,0.057491873,8.241581152,1295.034628,3.37E-214,4.43E-213,3
PGK1,0.080229642,9.555982335,2886.784419,0,0,3
MLX,0.051906142,8.335819704,1112.162462,6.88E-213,8.99E-212,3
TMEM45B,0.082254561,8.597846389,2563.000993,0,0,3
PIGX,0.047739647,8.209907569,971.8665699,3.03E-135,2.34E-134,3
ERO1A,0.081222214,8.654087294,2211.781453,0,0,3
TSC22D1,0.089419734,9.429253733,3652.805784,0,0,3
BCL10,0.060568155,8.3482134,1360.411481,2.85E-285,6.20E-284,3
STT3A,0.043852889,8.20527814,820.008601,4.60E-112,3.00E-111,3
ATP6V1A,0.052356967,8.193175746,1211.347374,6.18E-159,5.69E-158,3
UBA3,0.05103543,8.210241186,1142.864957,2.02E-159,1.86E-158,3
SDCBP,0.062384788,8.871253943,1670.935177,0,0,3
NQO1,0.074346147,9.063009287,2188.832818,0,0,3
BSG,0.06476279,9.661039508,2563.619714,0,0,3
FAM105A,0.05936251,8.21096813,1261.324652,5.77E-215,7.62E-214,3
ILK,0.061901471,8.375399808,1582.975635,2.60916067568762e-320,7.31098580090043e-319,3
CALM2,0.072106465,9.973912915,2725.405658,0,0,3
ADRM1,0.071061438,9.014384682,2493.89297,0,0,3
MAGED2,0.067985646,8.354280428,1622.311345,0,0,3
PRDX2,0.056150001,9.457885779,1435.399081,1.46E-302,3.60E-301,3
LEMD1,0.058130115,8.219253718,1062.46347,8.00E-200,9.54E-199,3
ARPC4,0.056077032,8.610943428,1375.396744,1.91E-290,4.31E-289,3
COQ9,0.0510878,8.277891693,1039.993364,3.96E-180,4.19E-179,3
MGAT1,0.050250771,8.272523,992.4026502,2.38E-169,2.34E-168,3
STX7,0.052086267,8.293358533,1105.478225,1.28E-195,1.50E-194,3
MLF1,0.047015698,8.207136804,775.6808458,1.82E-128,1.34E-127,3
LYPLA2,0.05717833,8.351246238,1319.895963,8.24E-259,1.48E-257,3
TROVE2,0.051421284,8.211930821,1112.051532,1.95E-165,1.87E-164,3
TFF2,0.087016082,8.411919618,1298.441905,7.51E-275,1.53E-273,3
NCEH1,0.052460436,8.200705349,1111.026823,3.22E-160,2.99E-159,3
TES,0.064083512,8.532618451,1761.165753,0,0,3
ABHD13,0.048627404,8.193058301,1016.513293,1.40E-137,1.11E-136,3
KLK11,0.089752334,8.235946042,2197.968435,0,0,3
DUSP10,0.049928774,8.211393853,904.6754994,7.82E-145,6.50E-144,3
DEFB1,0.116045532,8.380463422,2180.940803,0,0,3
PSAP,0.070657671,9.112222027,3005.37687,0,0,3
AKAP12,0.125090667,8.417134381,2610.622384,0,0,3
CYP2S1,0.060627418,8.286722728,1332.008069,1.42E-255,2.50E-254,3
LAMB3,0.076629495,8.800746225,2167.492155,0,0,3
PRPF19,0.053272131,8.336982192,1131.059632,2.15E-215,2.85E-214,3
PTPRF,0.063276688,8.505465947,1647.617619,0,0,3
APOL1,0.066382422,8.229056556,1274.57326,5.31E-270,1.04E-268,3
NMU,0.055293038,8.17737829,1025.799196,7.85E-168,7.63E-167,3
RHOC,0.071271655,9.137990993,2555.242531,0,0,3
CDA,0.05410016,8.626589272,712.6954101,4.31E-154,3.83E-153,3
RAP1A,0.054764981,8.386845618,1232.910929,1.46E-234,2.23E-233,3
GRB2,0.053177302,8.309108422,1167.524002,8.52E-209,1.08E-207,3
ARMCX3,0.054042944,8.297092634,1053.920257,3.87E-201,4.68E-200,3
PPIA,0.055712224,10.8572791,1544.014421,0,0,3
YPEL3,0.059252924,8.306323918,1156.728878,5.68E-246,9.34E-245,3
PSCA,0.147631448,8.289431096,3525.079519,0,0,3
KRT16,0.123435257,8.342669347,2326.682564,0,0,3
TMPRSS2,0.067553166,8.448022807,1642.002972,0,0,3
NCBP2,0.054267974,8.475582372,1206.045253,4.79E-256,8.46E-255,3
HLA-B,0.08157844,10.55497264,2538.510178,0,0,3
DDX5,0.072066527,9.480213789,3636.671575,0,0,3
DDAH2,0.061207621,8.801019286,1691.949052,0,0,3
IDS,0.059039308,8.32332207,1244.033331,1.35E-243,2.19E-242,3
MED10,0.061955153,8.518307217,1731.488917,0,0,3
GAN,0.056624284,8.230462777,1182.639215,6.37E-190,7.14E-189,3
CXCL14,0.082772756,8.70270719,1030.02948,5.66E-220,7.75E-219,3
PROSC,0.044071465,8.253661234,735.9113566,8.35E-125,5.99E-124,3
FXYD3,0.064690626,10.60006285,1499.710987,1.65571316289242e-315,4.47111184590411e-314,3
SH3BGRL3,0.056595893,10.12116704,1773.393573,0,0,3
CFL1,0.067370743,10.8857283,2161.727001,0,0,3
