Table of FindAllMarkers Function Output: Gene Expression Differential Analysis Results,,,,,,,
,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
RB1CC1,2.06E-15,0.305865224,0.158,0.307,6.45E-11,TUF,RB1CC1
MSRB2,2.20E-15,0.36699879,0.243,0.441,6.90E-11,TUF,MSRB2
RNF5,2.26E-15,0.383065987,0.216,0.401,7.07E-11,TUF,RNF5
NBR1,2.34E-15,0.260863034,0.165,0.311,7.33E-11,TUF,NBR1
SLC25A11,2.42E-15,0.273983953,0.158,0.305,7.59E-11,TUF,SLC25A11
PRPF6,2.79E-15,0.476842395,0.222,0.406,8.73E-11,TUF,PRPF6
GGA1,3.42E-15,0.342245671,0.139,0.275,1.07E-10,TUF,GGA1
TRIR,4.36E-15,1.03752027,0.386,0.343,1.37E-10,TUF,TRIR
AES,4.64E-15,0.376572413,0.349,0.606,1.45E-10,TUF,AES
MYH9,5.60E-15,0.539294753,0.363,0.62,1.75E-10,TUF,MYH9
GPBP1,6.89E-15,0.491542069,0.3,0.522,2.16E-10,TUF,GPBP1
RFC1,6.91E-15,0.336014161,0.139,0.275,2.16E-10,TUF,RFC1
POLR2B,7.11E-15,0.281834484,0.155,0.301,2.23E-10,TUF,POLR2B
TPGS1,7.78E-15,0.286753335,0.15,0.291,2.44E-10,TUF,TPGS1
HNRNPDL,9.07E-15,0.383940768,0.376,0.643,2.84E-10,TUF,HNRNPDL
CDK5RAP3,9.42E-15,0.501128316,0.154,0.302,2.95E-10,TUF,CDK5RAP3
CDH1,9.49E-15,0.319325587,0.34,0.589,2.97E-10,TUF,CDH1
PPP4R3B,9.71E-15,0.418291739,0.173,0.323,3.04E-10,TUF,PPP4R3B
LPP,1.05E-14,0.422326945,0.268,0.464,3.27E-10,TUF,LPP
HNRNPUL1,1.05E-14,0.472974654,0.22,0.399,3.29E-10,TUF,HNRNPUL1
SRP19,1.17E-14,0.291349517,0.163,0.317,3.67E-10,TUF,SRP19
MAX,1.26E-14,0.307380331,0.133,0.265,3.95E-10,TUF,MAX
SLC25A36,1.36E-14,0.445727249,0.175,0.327,4.27E-10,TUF,SLC25A36
ZFP36L2,1.81E-14,0.325893753,0.508,0.803,5.68E-10,TUF,ZFP36L2
NUFIP2,2.05E-14,0.557888871,0.214,0.387,6.42E-10,TUF,NUFIP2
ATP1A1,2.08E-14,0.441776364,0.333,0.581,6.51E-10,TUF,ATP1A1
AP3D1,2.37E-14,0.497896926,0.23,0.41,7.44E-10,TUF,AP3D1
HACD3,2.48E-14,0.323928171,0.183,0.343,7.77E-10,TUF,HACD3
PPP2R5E,2.52E-14,0.296009508,0.171,0.317,7.88E-10,TUF,PPP2R5E
TMEM176A,3.49E-14,1.416787726,0.477,0.531,1.09E-09,TUF,TMEM176A
SLC12A2,3.83E-14,0.392421735,0.323,0.553,1.20E-09,TUF,SLC12A2
NASP,3.98E-14,0.490190785,0.182,0.339,1.25E-09,TUF,NASP
ACOX1,4.11E-14,0.424628059,0.132,0.261,1.29E-09,TUF,ACOX1
RNPEPL1,4.24E-14,0.415382408,0.19,0.35,1.33E-09,TUF,RNPEPL1
RHBDD2,4.36E-14,0.294899924,0.147,0.286,1.37E-09,TUF,RHBDD2
SF1,4.41E-14,0.568209903,0.328,0.565,1.38E-09,TUF,SF1
UBXN6,4.63E-14,0.37747556,0.185,0.341,1.45E-09,TUF,UBXN6
AHCYL1,5.55E-14,0.298057692,0.199,0.358,1.74E-09,TUF,AHCYL1
HUWE1,5.83E-14,0.486420002,0.159,0.303,1.83E-09,TUF,HUWE1
AIG1,7.11E-14,0.313021983,0.145,0.281,2.23E-09,TUF,AIG1
PTBP3,7.43E-14,0.356423933,0.293,0.503,2.33E-09,TUF,PTBP3
BAG6,7.65E-14,0.428847323,0.203,0.369,2.40E-09,TUF,BAG6
ERICH1,7.92E-14,0.404442911,0.141,0.275,2.48E-09,TUF,ERICH1
PIN4,8.36E-14,0.427177245,0.231,0.418,2.62E-09,TUF,PIN4
SUPT5H,8.45E-14,0.498487179,0.173,0.325,2.65E-09,TUF,SUPT5H
CMTM6,8.62E-14,0.341039869,0.247,0.449,2.70E-09,TUF,CMTM6
CGGBP1,8.96E-14,0.285592441,0.163,0.304,2.81E-09,TUF,CGGBP1
LGALS9,1.11E-13,0.498679971,0.242,0.427,3.48E-09,TUF,LGALS9
EIF4G2,1.14E-13,0.404463175,0.416,0.71,3.58E-09,TUF,EIF4G2
PHF14,1.17E-13,0.391317469,0.269,0.474,3.66E-09,TUF,PHF14
SMARCC1,1.56E-13,0.409073984,0.224,0.403,4.88E-09,TUF,SMARCC1
GOLIM4,1.62E-13,0.29231179,0.275,0.459,5.08E-09,TUF,GOLIM4
PDPK1,1.78E-13,0.482117024,0.134,0.262,5.56E-09,TUF,PDPK1
RHOT2,1.81E-13,0.334043187,0.141,0.269,5.67E-09,TUF,RHOT2
SPAG7,1.87E-13,0.43613453,0.183,0.335,5.86E-09,TUF,SPAG7
LASP1,1.91E-13,0.586626439,0.258,0.458,5.97E-09,TUF,LASP1
BCLAF1,1.97E-13,0.435891687,0.242,0.428,6.16E-09,TUF,BCLAF1
SMC5,1.98E-13,0.494566955,0.157,0.297,6.22E-09,TUF,SMC5
CDH17,2.00E-13,0.315902017,0.358,0.591,6.28E-09,TUF,CDH17
TBRG1,2.25E-13,0.432714471,0.136,0.265,7.06E-09,TUF,TBRG1
SPG7,2.30E-13,0.475421768,0.162,0.306,7.20E-09,TUF,SPG7
PTPN2,2.57E-13,0.448818735,0.138,0.267,8.06E-09,TUF,PTPN2
WBP2,2.60E-13,0.373757568,0.148,0.283,8.13E-09,TUF,WBP2
ALDH2,2.71E-13,0.410097391,0.316,0.534,8.50E-09,TUF,ALDH2
SLTM,3.05E-13,0.524546549,0.269,0.47,9.54E-09,TUF,SLTM
LUC7L2,3.80E-13,0.444376411,0.166,0.306,1.19E-08,TUF,LUC7L2
USP8,4.03E-13,0.4643955,0.202,0.36,1.26E-08,TUF,USP8
MKLN1,4.34E-13,0.434464792,0.135,0.261,1.36E-08,TUF,MKLN1
CDC42SE2,4.44E-13,0.295360344,0.155,0.292,1.39E-08,TUF,CDC42SE2
CDHR5,4.78E-13,0.821145242,0.429,0.382,1.50E-08,TUF,CDHR5
SMG1,5.00E-13,0.684227117,0.229,0.41,1.57E-08,TUF,SMG1
BRD4,6.11E-13,0.571752954,0.251,0.434,1.91E-08,TUF,BRD4
AKIRIN1,6.16E-13,0.320378911,0.174,0.314,1.93E-08,TUF,AKIRIN1
TSC22D3,6.30E-13,0.465025649,0.133,0.256,1.97E-08,TUF,TSC22D3
MAP1LC3B,7.44E-13,0.499087023,0.338,0.581,2.33E-08,TUF,MAP1LC3B
DSG2,7.98E-13,0.364259329,0.35,0.586,2.50E-08,TUF,DSG2
C1orf131,8.18E-13,0.353714997,0.144,0.267,2.56E-08,TUF,C1orf131
TLN1,8.29E-13,0.295295639,0.155,0.286,2.60E-08,TUF,TLN1
ADAM10,9.30E-13,0.432544754,0.161,0.298,2.91E-08,TUF,ADAM10
PUM2,1.03E-12,0.351972839,0.158,0.29,3.24E-08,TUF,PUM2
FOXO3,1.04E-12,0.531229736,0.188,0.337,3.25E-08,TUF,FOXO3
LEPROT,1.10E-12,0.327988176,0.14,0.268,3.44E-08,TUF,LEPROT
HDAC1,1.27E-12,0.492330896,0.276,0.489,3.97E-08,TUF,HDAC1
DHX29,1.28E-12,0.352923661,0.157,0.289,4.00E-08,TUF,DHX29
RAB11B,1.41E-12,0.533313966,0.246,0.43,4.42E-08,TUF,RAB11B
MARVELD3,1.49E-12,0.417991687,0.148,0.276,4.68E-08,TUF,MARVELD3
ILF3,1.83E-12,0.520655362,0.288,0.498,5.73E-08,TUF,ILF3
PMM1,1.85E-12,1.284914351,0.288,0.24,5.79E-08,TUF,PMM1
AGO2,2.06E-12,0.333240811,0.183,0.33,6.47E-08,TUF,AGO2
CNDP2,2.07E-12,0.376555661,0.188,0.335,6.47E-08,TUF,CNDP2
UPF3B,2.21E-12,0.335339721,0.142,0.264,6.93E-08,TUF,UPF3B
HIF1A,2.23E-12,0.265732488,0.14,0.259,7.00E-08,TUF,HIF1A
MYCBP2,2.26E-12,0.347954331,0.149,0.274,7.09E-08,TUF,MYCBP2
DIAPH2,2.37E-12,0.28294681,0.174,0.307,7.43E-08,TUF,DIAPH2
MGLL,2.51E-12,0.395786242,0.27,0.466,7.86E-08,TUF,MGLL
CCAR1,2.63E-12,0.51203585,0.203,0.359,8.24E-08,TUF,CCAR1
PAWR,2.74E-12,0.587293893,0.249,0.426,8.58E-08,TUF,PAWR
GLRX,3.28E-12,0.421742294,0.173,0.313,1.03E-07,TUF,GLRX
TAOK3,3.37E-12,0.607468052,0.223,0.391,1.06E-07,TUF,TAOK3
PRMT2,3.98E-12,0.435974864,0.154,0.284,1.25E-07,TUF,PRMT2
CCDC12,4.45E-12,0.554233438,0.27,0.459,1.39E-07,TUF,CCDC12
CNN3,5.64E-12,1.276017949,0.332,0.311,1.77E-07,TUF,CNN3
TAF11,6.31E-12,0.359402328,0.158,0.289,1.98E-07,TUF,TAF11
ADH5,6.63E-12,0.368901224,0.247,0.424,2.08E-07,TUF,ADH5
DHX36,6.76E-12,0.531014697,0.222,0.385,2.12E-07,TUF,DHX36
TRA2B,9.09E-12,0.512369135,0.323,0.54,2.85E-07,TUF,TRA2B
MYO7B,1.00E-11,1.36796686,0.29,0.246,3.14E-07,TUF,MYO7B
WNK1,1.27E-11,0.439842263,0.176,0.313,3.97E-07,TUF,WNK1
VPS4B,1.28E-11,0.425057021,0.201,0.346,4.03E-07,TUF,VPS4B
CENPV,1.30E-11,0.538467541,0.212,0.371,4.06E-07,TUF,CENPV
CUEDC2,1.55E-11,0.399246598,0.156,0.283,4.85E-07,TUF,CUEDC2
MACC1,1.58E-11,0.269365152,0.168,0.293,4.94E-07,TUF,MACC1
ARHGAP18,1.69E-11,0.690501982,0.156,0.289,5.30E-07,TUF,ARHGAP18
PARP1,1.94E-11,0.309057017,0.194,0.336,6.07E-07,TUF,PARP1
EWSR1,1.99E-11,0.639324572,0.288,0.494,6.24E-07,TUF,EWSR1
TMC4,2.04E-11,0.414060993,0.222,0.373,6.39E-07,TUF,TMC4
TCEAL4,2.22E-11,0.454205418,0.165,0.295,6.94E-07,TUF,TCEAL4
C4orf48,2.43E-11,0.391111307,0.402,0.664,7.62E-07,TUF,C4orf48
CIR1,2.54E-11,0.449467188,0.213,0.367,7.96E-07,TUF,CIR1
GADD45A,2.86E-11,0.398532822,0.265,0.441,8.96E-07,TUF,GADD45A
ZC3H13,3.00E-11,0.399963525,0.211,0.357,9.39E-07,TUF,ZC3H13
SRSF10,3.79E-11,0.62874585,0.279,0.473,1.19E-06,TUF,SRSF10
QSOX1,4.02E-11,0.469203201,0.238,0.399,1.26E-06,TUF,QSOX1
IFI35,5.03E-11,0.50182871,0.149,0.274,1.58E-06,TUF,IFI35
ATP6V0B,5.31E-11,0.427492766,0.346,0.602,1.66E-06,TUF,ATP6V0B
KLF4,5.34E-11,0.459231025,0.423,0.663,1.67E-06,TUF,KLF4
EIF4G3,5.50E-11,0.375449203,0.141,0.256,1.72E-06,TUF,EIF4G3
SUZ12,5.59E-11,0.404989187,0.15,0.269,1.75E-06,TUF,SUZ12
HNRNPA2B1,5.60E-11,0.784045405,0.627,0.79,1.75E-06,TUF,HNRNPA2B1
PCF11,5.89E-11,0.415739956,0.178,0.306,1.84E-06,TUF,PCF11
FAT1,5.97E-11,0.485025842,0.229,0.388,1.87E-06,TUF,FAT1
PARP14,6.58E-11,0.375065283,0.159,0.282,2.06E-06,TUF,PARP14
INSR,6.93E-11,0.323846055,0.196,0.33,2.17E-06,TUF,INSR
KDM7A,7.31E-11,0.296358674,0.146,0.26,2.29E-06,TUF,KDM7A
FNBP4,7.32E-11,0.587283399,0.225,0.387,2.29E-06,TUF,FNBP4
PRKAR1A,7.33E-11,0.384441715,0.161,0.287,2.30E-06,TUF,PRKAR1A
DHX30,7.44E-11,0.403668231,0.139,0.252,2.33E-06,TUF,DHX30
ERBB3,8.16E-11,0.622223843,0.236,0.399,2.56E-06,TUF,ERBB3
BIRC6,8.32E-11,0.441030175,0.203,0.343,2.61E-06,TUF,BIRC6
MIEN1,8.33E-11,0.501806434,0.316,0.535,2.61E-06,TUF,MIEN1
ZNF148,8.62E-11,0.313948143,0.147,0.264,2.70E-06,TUF,ZNF148
FOSB,9.79E-11,0.397553265,0.434,0.67,3.07E-06,TUF,FOSB
FUBP1,1.14E-10,0.395954195,0.143,0.258,3.58E-06,TUF,FUBP1
IGLC2,1.17E-10,0.339442283,0.233,0.388,3.68E-06,TUF,IGLC2
OTUD6B-AS1,1.48E-10,0.379093913,0.208,0.354,4.62E-06,TUF,OTUD6B-AS1
TPR,1.50E-10,0.516594195,0.279,0.462,4.71E-06,TUF,TPR
SMAD2,1.63E-10,0.347212938,0.174,0.297,5.11E-06,TUF,SMAD2
ADD1,1.67E-10,0.385580408,0.157,0.278,5.22E-06,TUF,ADD1
SKP1,1.86E-10,0.279358234,0.442,0.743,5.83E-06,TUF,SKP1
UBR5,2.13E-10,0.45939171,0.16,0.281,6.66E-06,TUF,UBR5
BRWD1,2.22E-10,0.374816016,0.17,0.291,6.96E-06,TUF,BRWD1
NRDC,2.34E-10,0.576741793,0.183,0.315,7.33E-06,TUF,NRDC
CDK12,2.41E-10,0.492431619,0.197,0.335,7.55E-06,TUF,CDK12
RNF213,2.64E-10,0.513420719,0.27,0.445,8.27E-06,TUF,RNF213
RSRC2,2.65E-10,0.558000699,0.329,0.543,8.31E-06,TUF,RSRC2
ORMDL1,2.69E-10,0.422835123,0.197,0.341,8.43E-06,TUF,ORMDL1
ACADVL,2.74E-10,0.56686704,0.361,0.595,8.59E-06,TUF,ACADVL
PRPF38B,2.77E-10,0.492058829,0.293,0.483,8.69E-06,TUF,PRPF38B
LACTB2,3.13E-10,0.415192998,0.152,0.269,9.82E-06,TUF,LACTB2
SECISBP2,3.27E-10,0.500090993,0.176,0.304,1.02E-05,TUF,SECISBP2
MAN1A2,3.84E-10,0.387827242,0.146,0.26,1.20E-05,TUF,MAN1A2
VSIG10,4.15E-10,0.333467551,0.146,0.256,1.30E-05,TUF,VSIG10
MIA3,4.23E-10,0.26024977,0.145,0.254,1.32E-05,TUF,MIA3
NFATC3,4.42E-10,0.531623073,0.188,0.323,1.38E-05,TUF,NFATC3
DDX6,4.77E-10,0.523978136,0.202,0.342,1.50E-05,TUF,DDX6
HCCS,4.84E-10,0.43060236,0.141,0.255,1.52E-05,TUF,HCCS
MARK3,5.17E-10,0.484322847,0.173,0.299,1.62E-05,TUF,MARK3
CCDC6,5.20E-10,0.536306146,0.195,0.334,1.63E-05,TUF,CCDC6
CPSF6,5.26E-10,0.548698894,0.173,0.298,1.65E-05,TUF,CPSF6
ATP5F1E,5.93E-10,0.356854643,0.542,0.473,1.86E-05,TUF,ATP5F1E
CHPT1,7.19E-10,0.581325809,0.207,0.352,2.25E-05,TUF,CHPT1
LCOR,7.27E-10,0.284780964,0.154,0.268,2.28E-05,TUF,LCOR
PET100,7.46E-10,0.535991002,0.3,0.5,2.34E-05,TUF,PET100
CKLF,7.60E-10,0.618832121,0.229,0.383,2.38E-05,TUF,CKLF
NFE2L1,8.02E-10,0.419156908,0.147,0.259,2.51E-05,TUF,NFE2L1
VGLL4,8.09E-10,0.439960232,0.179,0.308,2.53E-05,TUF,VGLL4
FKBP2,9.43E-10,0.454398646,0.425,0.693,2.95E-05,TUF,FKBP2
PCBP2,9.46E-10,0.428992497,0.431,0.704,2.96E-05,TUF,PCBP2
GPATCH8,9.74E-10,0.460454733,0.156,0.27,3.05E-05,TUF,GPATCH8
CDK13,1.05E-09,0.363403009,0.149,0.258,3.28E-05,TUF,CDK13
PTOV1,1.11E-09,0.540853445,0.199,0.341,3.47E-05,TUF,PTOV1
AOC1,1.19E-09,1.596655207,0.401,0.421,3.73E-05,TUF,AOC1
MDM4,1.20E-09,0.345100521,0.197,0.327,3.75E-05,TUF,MDM4
MEAF6,1.20E-09,0.561262009,0.214,0.363,3.75E-05,TUF,MEAF6
STAT1,1.38E-09,0.648908898,0.148,0.261,4.32E-05,TUF,STAT1
IK,1.58E-09,0.541094947,0.237,0.394,4.94E-05,TUF,IK
GLUL,1.67E-09,0.631594307,0.296,0.475,5.24E-05,TUF,GLUL
HIST1H4C,1.69E-09,1.782129372,0.507,0.565,5.29E-05,TUF,HIST1H4C
TTC19,1.73E-09,0.5636895,0.164,0.284,5.42E-05,TUF,TTC19
WAPL,1.81E-09,0.377564534,0.153,0.263,5.67E-05,TUF,WAPL
MYH14,1.83E-09,0.522567571,0.331,0.541,5.73E-05,TUF,MYH14
RBM26,1.91E-09,0.443340114,0.176,0.294,5.97E-05,TUF,RBM26
DNAJC4,2.06E-09,0.35611585,0.156,0.268,6.46E-05,TUF,DNAJC4
TUBGCP2,2.19E-09,0.450858158,0.15,0.26,6.86E-05,TUF,TUBGCP2
TCEA1,2.40E-09,0.596751402,0.293,0.488,7.52E-05,TUF,TCEA1
ZNF326,2.51E-09,0.402146629,0.215,0.352,7.86E-05,TUF,ZNF326
RTF1,2.71E-09,0.619240933,0.287,0.478,8.50E-05,TUF,RTF1
UBXN4,2.74E-09,0.45906368,0.385,0.634,8.57E-05,TUF,UBXN4
U2SURP,2.77E-09,0.551360478,0.292,0.476,8.68E-05,TUF,U2SURP
AFTPH,3.24E-09,0.314064299,0.173,0.287,0.000101556,TUF,AFTPH
POLR2A,3.46E-09,1.702210303,0.328,0.312,0.00010838,TUF,POLR2A
KIF1C,4.25E-09,0.532809104,0.183,0.306,0.00013308,TUF,KIF1C
TRIP12,4.66E-09,0.473136404,0.171,0.283,0.00014592,TUF,TRIP12
STAT6,5.05E-09,0.494439267,0.208,0.341,0.000158248,TUF,STAT6
NME3,5.33E-09,0.679555464,0.273,0.447,0.000167005,TUF,NME3
ARFGAP2,5.57E-09,0.397386863,0.154,0.261,0.000174642,TUF,ARFGAP2
NAA38,5.76E-09,0.644527922,0.305,0.501,0.000180507,TUF,NAA38
MBNL1,5.85E-09,0.641371698,0.238,0.393,0.000183135,TUF,MBNL1
ATXN7L3B,6.57E-09,0.326039869,0.171,0.279,0.000205819,TUF,ATXN7L3B
ECHDC2,7.57E-09,0.418206867,0.165,0.276,0.000237177,TUF,ECHDC2
ACAP2,7.83E-09,0.571091974,0.175,0.294,0.000245384,TUF,ACAP2
TMEM87A,7.88E-09,0.70460788,0.259,0.43,0.000246878,TUF,TMEM87A
IP6K2,8.38E-09,0.537873428,0.246,0.409,0.000262621,TUF,IP6K2
RSBN1,8.86E-09,0.45104446,0.164,0.275,0.00027746,TUF,RSBN1
VEZT,1.16E-08,0.459399064,0.159,0.267,0.000364313,TUF,VEZT
HP1BP3,1.21E-08,0.581741457,0.279,0.452,0.00037838,TUF,HP1BP3
SRSF5,1.29E-08,0.463687237,0.377,0.614,0.000405153,TUF,SRSF5
NOL4L,1.87E-08,0.58831542,0.153,0.26,0.000587287,TUF,NOL4L
DDX24,1.92E-08,0.695581999,0.236,0.384,0.000600398,TUF,DDX24
PHF3,1.92E-08,0.405600761,0.163,0.269,0.000601226,TUF,PHF3
PPP2R5C,2.01E-08,0.594047878,0.228,0.377,0.000628768,TUF,PPP2R5C
BRD2,2.19E-08,1.058613835,0.392,0.627,0.000685434,TUF,BRD2
MAGED2,2.21E-08,0.323486641,0.159,0.265,0.000692349,TUF,MAGED2
CEP350,2.60E-08,0.418426383,0.162,0.269,0.000813829,TUF,CEP350
SPSB3,3.44E-08,0.626267013,0.22,0.354,0.00107735,TUF,SPSB3
SEC11C,3.65E-08,0.649297561,0.267,0.43,0.001145136,TUF,SEC11C
CYTH2,3.79E-08,0.486997332,0.199,0.325,0.001186574,TUF,CYTH2
OFD1,3.85E-08,0.577884955,0.233,0.372,0.001207427,TUF,OFD1
RBBP4,4.78E-08,0.389540098,0.202,0.325,0.001496935,TUF,RBBP4
SMARCA4,4.98E-08,0.582461338,0.239,0.383,0.001560478,TUF,SMARCA4
CHD4,5.21E-08,0.607894959,0.237,0.384,0.001633637,TUF,CHD4
PPP1R12A,5.24E-08,0.62527839,0.216,0.349,0.001643229,TUF,PPP1R12A
SMARCE1,5.25E-08,0.463557109,0.157,0.263,0.001646229,TUF,SMARCE1
BTG2,5.65E-08,1.42896421,0.509,0.602,0.001770413,TUF,BTG2
TDG,5.78E-08,0.39674062,0.198,0.323,0.001810715,TUF,TDG
6-Mar,5.82E-08,0.554693642,0.227,0.365,0.001825,TUF,6-Mar
IGHA1,6.70E-08,0.701564337,0.308,0.47,0.002098925,TUF,IGHA1
SMARCA5,7.00E-08,0.500895239,0.225,0.358,0.002193436,TUF,SMARCA5
PURA,7.11E-08,0.555527939,0.192,0.308,0.002229057,TUF,PURA
XRCC5,7.16E-08,0.450756139,0.318,0.516,0.002244666,TUF,XRCC5
PRRC2A,7.18E-08,0.584722399,0.21,0.34,0.002249605,TUF,PRRC2A
ID2,7.43E-08,0.736373029,0.377,0.61,0.002328127,TUF,ID2
SRSF7,7.44E-08,0.726283124,0.391,0.627,0.002330574,TUF,SRSF7
ANKRD17,7.72E-08,0.553634661,0.197,0.315,0.002417976,TUF,ANKRD17
CCNL2,7.87E-08,0.623323565,0.215,0.341,0.00246494,TUF,CCNL2
DAAM1,8.12E-08,0.290562227,0.176,0.283,0.00254484,TUF,DAAM1
ITSN2,8.43E-08,0.546011208,0.16,0.263,0.002641635,TUF,ITSN2
AHI1,9.03E-08,0.293671776,0.19,0.298,0.002828018,TUF,AHI1
SETD5,9.58E-08,0.503509379,0.162,0.266,0.003000027,TUF,SETD5
SATB2,9.92E-08,0.540152126,0.171,0.279,0.003108868,TUF,SATB2
PTK2,1.03E-07,0.70869374,0.176,0.289,0.003223754,TUF,PTK2
JUNB,1.03E-07,0.323956871,0.572,0.829,0.003238779,TUF,JUNB
ZNF106,1.18E-07,0.424590301,0.168,0.273,0.003683596,TUF,ZNF106
PUM1,1.27E-07,0.498524984,0.235,0.372,0.003966167,TUF,PUM1
IGFBP2,1.27E-07,0.393419415,0.272,0.425,0.003984804,TUF,IGFBP2
RSBN1L,1.32E-07,0.577031501,0.275,0.43,0.004141019,TUF,RSBN1L
H1FX,1.47E-07,1.261082217,0.402,0.433,0.004590392,TUF,H1FX
UBTF,1.56E-07,0.501294536,0.162,0.265,0.004895395,TUF,UBTF
ARHGAP32,1.60E-07,0.459872579,0.19,0.303,0.005016932,TUF,ARHGAP32
ATP5MG,1.70E-07,0.668666817,0.384,0.36,0.005341503,TUF,ATP5MG
CCDC107,1.71E-07,0.62027093,0.222,0.352,0.005364385,TUF,CCDC107
ABHD2,1.72E-07,1.277430682,0.368,0.379,0.005379115,TUF,ABHD2
RNMT,1.73E-07,0.52573256,0.16,0.26,0.005418566,TUF,RNMT
GRAMD1A,1.81E-07,0.575874379,0.161,0.265,0.005658323,TUF,GRAMD1A
FAM102A,1.87E-07,0.557393623,0.191,0.305,0.005845351,TUF,FAM102A
TNRC18,1.87E-07,0.598546773,0.158,0.259,0.005853856,TUF,TNRC18
STMN1,1.88E-07,0.489583214,0.23,0.371,0.005900995,TUF,STMN1
PHLDA1,2.01E-07,0.38731792,0.268,0.403,0.006310209,TUF,PHLDA1
SPAG9,2.47E-07,1.622841154,0.374,0.398,0.007723409,TUF,SPAG9
SPINT1,2.52E-07,0.572567829,0.386,0.614,0.007895948,TUF,SPINT1
MXD1,2.55E-07,0.887636676,0.227,0.359,0.0080021,TUF,MXD1
ENAH,3.49E-07,0.3448564,0.159,0.259,0.010939619,TUF,ENAH
ZKSCAN1,3.49E-07,0.408265139,0.309,0.469,0.01094932,TUF,ZKSCAN1
MED29,4.06E-07,0.566127516,0.168,0.267,0.012732374,TUF,MED29
CHD7,4.43E-07,0.514349233,0.196,0.31,0.013888618,TUF,CHD7
JMJD1C,4.46E-07,0.652122999,0.289,0.447,0.013962211,TUF,JMJD1C
SCAF11,4.56E-07,0.669280863,0.309,0.488,0.01428718,TUF,SCAF11
RPAIN,5.01E-07,0.401900607,0.216,0.342,0.015687591,TUF,RPAIN
SPPL2B,6.11E-07,0.406079455,0.178,0.276,0.019138354,TUF,SPPL2B
SIL1,6.91E-07,0.374869424,0.165,0.262,0.021653808,TUF,SIL1
SLC44A1,7.03E-07,0.626492507,0.252,0.402,0.022024545,TUF,SLC44A1
PNISR,7.03E-07,1.104537707,0.479,0.565,0.02202805,TUF,PNISR
SVIL,7.63E-07,0.463077054,0.159,0.252,0.023899836,TUF,SVIL
TMEM176B,8.49E-07,1.137310854,0.488,0.61,0.026599819,TUF,TMEM176B
SH3GLB1,8.91E-07,0.655578027,0.305,0.479,0.027923622,TUF,SH3GLB1
RASSF7,9.22E-07,0.758920592,0.295,0.466,0.028890683,TUF,RASSF7
PPP1R1B,1.45E-06,0.519352446,0.323,0.5,0.045295807,TUF,PPP1R1B
RUNX1,1.57E-06,1.32925963,0.271,0.255,0.049308616,TUF,RUNX1
ATP5ME,1.59E-06,0.393505324,0.46,0.419,0.04991765,TUF,ATP5ME
SON,1.78E-06,1.002455323,0.532,0.665,0.055728696,TUF,SON
CSNK1A1,1.99E-06,0.522549263,0.38,0.603,0.062411839,TUF,CSNK1A1
APP,2.08E-06,0.946627676,0.52,0.651,0.065302709,TUF,APP
TOP2B,2.13E-06,0.4337058,0.176,0.274,0.066773171,TUF,TOP2B
RAB4A,2.72E-06,0.669657191,0.29,0.455,0.085142375,TUF,RAB4A
ETNK1,2.87E-06,0.477969164,0.266,0.397,0.089961766,TUF,ETNK1
PHKB,2.91E-06,0.539469426,0.168,0.265,0.091300402,TUF,PHKB
PRRC2B,3.03E-06,0.544373009,0.2,0.31,0.094824801,TUF,PRRC2B
SAFB,3.14E-06,0.705864683,0.208,0.323,0.098390946,TUF,SAFB
HSBP1L1,3.36E-06,0.645799541,0.22,0.341,0.10540428,TUF,HSBP1L1
CHD2,3.64E-06,0.708871624,0.208,0.322,0.11404084,TUF,CHD2
PSAP,3.78E-06,1.091907624,0.521,0.675,0.11851497,TUF,PSAP
ITM2C,3.96E-06,0.522851606,0.582,0.644,0.124136707,TUF,ITM2C
VEGFA,4.25E-06,0.602540876,0.304,0.467,0.133264093,TUF,VEGFA
VPS13A,4.60E-06,0.372420035,0.195,0.293,0.144183291,TUF,VPS13A
BAZ2B,5.17E-06,1.152524169,0.323,0.32,0.162033267,TUF,BAZ2B
BDP1,5.66E-06,0.505993793,0.226,0.343,0.177386722,TUF,BDP1
SPEN,6.71E-06,0.701692041,0.206,0.318,0.210333359,TUF,SPEN
BRD3,9.55E-06,0.322132256,0.169,0.258,0.299157205,TUF,BRD3
NAP1L4,1.00E-05,0.643922552,0.242,0.371,0.313528148,TUF,NAP1L4
GOPC,1.02E-05,0.500214273,0.185,0.283,0.318683111,TUF,GOPC
PRDX4,1.06E-05,0.652591866,0.336,0.505,0.33246645,TUF,PRDX4
NUMA1,1.08E-05,0.657342846,0.219,0.33,0.338665666,TUF,NUMA1
LENG8,1.13E-05,0.809216935,0.208,0.317,0.355179153,TUF,LENG8
CREG1,1.18E-05,0.85408092,0.18,0.285,0.369039807,TUF,CREG1
KMT5B,1.33E-05,0.527678788,0.165,0.255,0.416385711,TUF,KMT5B
TNRC6B,1.34E-05,0.651334045,0.233,0.355,0.42138807,TUF,TNRC6B
PKN2,1.36E-05,1.176422815,0.388,0.423,0.424636147,TUF,PKN2
RHOBTB3,1.42E-05,0.356371138,0.178,0.266,0.444978867,TUF,RHOBTB3
CIRBP,1.68E-05,1.066396998,0.458,0.583,0.527865683,TUF,CIRBP
SELENOH,1.72E-05,0.780576987,0.253,0.222,0.538040132,TUF,SELENOH
